id,created_at,updated_at,deleted_at,name,type,quanto_multiplier,ref_discount_rate,order_price_deviate,maintenance_rate,mark_type,last_price,mark_price,index_price,funding_rate_indicative,mark_price_round,funding_offset,in_delisting,risk_limit_base,interest_rate,order_price_round,order_size_min,ref_rebate_rate,funding_interval,risk_limit_step,leverage_min,leverage_max,risk_limit_max,maker_fee_rate,taker_fee_rate,funding_rate,order_size_max,funding_next_apply,short_users,config_change_time,trade_size,position_size,long_users,funding_impact_value,orders_limit,trade_id,orderbook_id,enable_bonus,enable_credit,create_time,funding_cap_ratio
71,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,YFII_USDT,direct,0.001,0,0.5,0.025,index,717.1,716.3,714.77,0.000175,0.1,0,f,15000,0.0003,0.1,1,0.2,28800,15000,1,20,60000,-0.000152,0.00075,0.000175,1000000,1709107200,126,1668954288,2037350009,1393995,603,5000,50,13133108,5083048556,t,t,0,0.75
72,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,MTL_USDT,direct,0.1,0,0.2,0.025,index,1.715,1.711,1.7078,0.0001,0.001,0,f,15000,0.0003,0.001,1,0.2,28800,15000,1,20,60000,-0.000152,0.00075,0.0001,10000000,1709107200,54,1708509386,3796703571,918886,85,5000,100,7014517,2077943809,t,t,0,0.75
73,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,WIN_USDT,direct,10000,0,0.1,0.1,index,0.0001517,0.0001521,0.00015211,0.0001,0.0000001,0,f,10000,0.0003,0.0000001,1,0.2,28800,5000,1,5,55000,-0.000152,0.00075,0.0001,1000000,1709107200,56,1703837169,17901743,34131,97,5000,50,692410,334785935,f,t,0,0.75
74,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,MBABYDOGE_USDT,direct,100,0,0.3,0.1,index,0.001408,0.001407,0.0013901,0.0001,0.000001,0,f,10000,0.0003,0.000001,1,0.2,28800,5000,1,5,55000,-0.000152,0.00075,0.0001,1000000,1709107200,47,1703837167,1672150084,911213,213,5000,100,7442385,316560495,t,t,0,0.75
75,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,SAND_USDT,direct,1,0,0.5,0.0067,index,0.5611,0.5611,0.560623,0.000568,0.0001,0,f,500000,0.0003,0.0001,1,0.2,28800,500000,1,75,5000000,-0.000152,0.00075,0.000568,1000000,1709107200,106,1702892040,3542264897,1682982,359,5000,100,15532926,7069048001,t,t,0,0.75
76,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,SUN_USDT,direct,0.1,0,0.1,0.05,index,0.011967,0.011962,0.011962,0.0001,0.000001,0,f,15000,0.0003,0.000001,1,0.2,28800,15000,1,10,60000,-0.000152,0.00075,0.0001,100000000,1709107200,37,1703828801,39702762441,15074921,40,5000,30,20005150,190880539,f,t,0,0.75
77,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,MEME_USDT,direct,10,0,0.5,0.01,index,0.03554,0.03552,0.035442,0.000505,0.00001,0,f,500000,0.0003,0.00001,1,0.2,28800,500000,1,50,5000000,-0.000152,0.00075,0.000505,1000000,1709107200,141,1703643374,3848091748,3139365,297,5000,100,4204627,950288836,t,t,1698999135,0.75
78,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,BLUR_USDT,direct,1,0,0.5,0.025,index,0.7422,0.7422,0.7422,0.0001,0.0001,0,f,500000,0.0003,0.0001,1,0.2,28800,500000,1,20,5000000,-0.000152,0.00075,0.0001,10000000,1709107200,141,1702098480,3667389764,1256479,302,5000,100,9099609,2153217814,t,t,0,0.75
79,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,STG_USDT,direct,1,0,0.3,0.025,index,0.6818,0.6816,0.680525,0.0001,0.0001,0,f,500000,0.0003,0.0001,1,0.2,28800,500000,1,20,5000000,-0.000152,0.00075,0.0001,1000000,1709107200,64,1702473660,585089397,62271,72,5000,50,2407388,1249899279,t,t,0,0.75
80,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,LUNC_USDT,direct,10000,0,0.5,0.025,index,0.00013128,0.00013123,0.00013105,0.000174,0.00000001,0,f,500000,0.0003,0.00000001,1,0.2,28800,500000,1,20,5000000,-0.000152,0.00075,0.000174,1000000,1709107200,131,1701054181,4759863964,947518,439,5000,100,27963825,6711118599,t,t,0,0.75
81,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,BAT_USDT,direct,10,0,0.3,0.01,index,0.2715,0.2716,0.27168,0.0001,0.0001,0,f,500000,0.0003,0.0001,1,0.2,28800,500000,1,50,5000000,-0.000152,0.00075,0.0001,1000000,1709107200,44,1703577000,30857858,81084,81,5000,50,1159081,2442780070,f,t,0,2
82,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,SOL_USDT,direct,1,0,0.5,0.01,index,108.113,108.114,108.01,0.000281,0.001,0,f,500000,0.0003,0.001,1,0.2,28800,500000,1,50,5000000,-0.000152,0.00075,0.000281,1000000,1709107200,325,1699596477,536168042,102367,946,5000,100,42136369,17819631808,t,t,0,0.75
83,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,AXS_USDT,direct,0.1,0,0.3,0.01,index,8.807,8.815,8.8048,0.000311,0.001,0,f,500000,0.0003,0.001,1,0.2,28800,500000,1,50,5000000,-0.000152,0.00075,0.000311,1000000,1709107200,102,1701313383,2296362599,539698,228,5000,100,11972704,4860588242,t,t,0,0.75
84,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,XAI_USDT,direct,1,0,0.5,0.01,index,1.3908,1.3894,1.38727,0.000593,0.0001,0,f,500000,0.0003,0.0001,1,0.2,14400,500000,1,50,5000000,-0.000152,0.00075,0.000593,1000000,1709092800,189,1704938551,638200315,691865,445,5000,100,3135895,747519669,t,t,1704938527,2
85,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,PYTH_USDT,direct,10,0,0.5,0.025,index,0.693,0.693,0.69225,0.0001,0.0001,0,f,500000,0.0003,0.0001,1,0.2,28800,500000,1,20,5000000,-0.000152,0.00075,0.0001,1000000,1709107200,155,1700805567,156343679,123742,290,5000,100,2891022,538545571,t,t,1700491678,0.75
86,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,MAGIC_USDT,direct,1,0,0.3,0.025,index,1.2875,1.2891,1.28908,0.0001,0.0001,0,f,500000,0.0003,0.0001,1,0.2,28800,500000,1,20,5000000,-0.000152,0.00075,0.0001,1000000,1709107200,61,1697079784,464211944,229650,146,5000,100,2310798,1240211303,t,t,0,0.75
87,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,MDT_USDT,direct,10,0,0.3,0.025,index,0.07593,0.07593,0.07574,0.000488,0.00001,0,f,500000,0.0003,0.00001,1,0.2,28800,500000,1,20,5000000,-0.000152,0.00075,0.000488,1000000,1709107200,75,1701140582,276825948,131399,120,5000,100,1480544,470623927,f,t,0,0.75
88,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,BLZ_USDT,direct,10,0,0.3,0.025,index,0.3756,0.3757,0.37568,0.000178,0.0001,0,f,500000,0.0003,0.0001,1,0.2,14400,500000,1,20,5000000,-0.000152,0.00075,0.000178,1000000,1709092800,94,1699596466,1666965423,39610,103,5000,100,9726895,2999194922,f,t,0,0.75
89,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,BNT_USDT,direct,1,0,0.1,0.025,index,0.868,0.868,0.8663,0.0001,0.0001,0,f,500000,0.0003,0.0001,1,0.2,28800,500000,1,20,5000000,-0.000152,0.00075,0.0001,1000000,1709107200,63,1702263783,507690836,110071,97,5000,50,2684208,898991810,f,t,0,0.75
90,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,TIA_USDT,direct,1,0,0.5,0.025,index,16.873,16.868,16.8424,0.000809,0.001,0,f,500000,0.0003,0.001,1,0.2,28800,500000,1,20,5000000,-0.000152,0.00075,0.000809,1000000,1709107200,133,1701313382,157175369,59034,573,5000,100,5347764,1481162282,t,t,1698769265,0.75
91,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,KEY_USDT,direct,100,0,0.3,0.025,index,0.007482,0.007508,0.007508,0.0001,0.000001,0,f,500000,0.0003,0.000001,1,0.2,28800,500000,1,20,5000000,-0.000152,0.00075,0.0001,1000000,1709107200,60,1700708586,825101853,160474,115,5000,100,3657992,1103058990,t,t,0,0.75
92,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,WLD_USDT,direct,1,0,0.5,0.025,index,7.474,7.475,7.4647,0.00051,0.001,0,f,500000,0.0003,0.001,1,0.2,28800,500000,1,20,5000000,-0.000152,0.00075,0.00051,1000000,1709107200,357,1702091582,858580723,608907,701,5000,100,8317630,2874818926,t,t,1690186292,0.75
93,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,IOTA_USDT,direct,1,0,0.3,0.01,index,0.2928,0.2925,0.29208,0.0001,0.0001,0,f,500000,0.0003,0.0001,1,0.2,28800,500000,1,50,5000000,-0.000152,0.00075,0.0001,1000000,1709107200,60,1701572582,758048491,615029,125,5000,100,4720881,590601270,f,t,0,2
94,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,AMB_USDT,direct,100,0,0.1,0.025,index,0.010806,0.010806,0.010794,0.00005,0.000001,0,f,500000,0.0003,0.000001,1,0.2,14400,500000,1,20,5000000,-0.000152,0.00075,0.00005,1000000,1709092800,45,1701658984,43553334,51570,74,5000,50,471500,288406125,t,t,1693297695,0.75
95,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,BONK_USDT,direct,1000000,0,0.5,0.025,index,0.0000147204,0.0000146964,0.0000146766,0.000282,0.0000000001,0,f,500000,0.0003,0.0000000001,1,0.2,28800,500000,1,20,5000000,-0.000152,0.00075,0.000282,100000000,1709107200,125,1702177381,777427408,161023,418,5000,100,12794255,3187374692,t,t,0,0.75
96,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,PYR_USDT,direct,9.6,0,0.1,0.1,index,7.44,7.467,7.467,0.0001,0.001,0,f,10000,0.0003,0.001,1,0.2,28800,5000,1,5,55000,-0.000152,0.00075,0.0001,1000000,1709107200,31,1703837173,428818,582,68,5000,50,116144,91550575,f,t,0,0.75
97,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,RSR_USDT,direct,100,0,0.3,0.025,index,0.003507,0.003511,0.00351167,0.0001,0.000001,0,f,500000,0.0003,0.000001,1,0.2,28800,500000,1,20,5000000,-0.000152,0.00075,0.0001,10000000,1709107200,65,1703586421,826726194,969250,72,5000,30,3419721,1053909336,t,t,0,0.75
98,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,PEPE2_USDT,direct,10000000,0,0.3,0.05,index,0.00000006708,0.0000000668,0.00000006678,0.0001,0.00000000001,0,f,25000,0.0003,0.00000000001,1,0.2,28800,25000,1,10,400000,-0.000152,0.00075,0.0001,10000000,1709107200,269,1702350183,2356191841,1562037,660,5000,100,12402493,1715648730,t,t,1688710521,0.75
99,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,MKR_USDT,direct,0.001,0,0.3,0.025,index,2159.1,2154.8,2150.77,0.000337,0.1,0,f,500000,0.0003,0.1,1,0.2,28800,500000,1,20,5000000,-0.000152,0.00075,0.000337,1000000,1709107200,96,1697943785,575762506,94020,93,5000,100,4312382,2452460531,t,t,0,0.75
100,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,FITFI_USDT,direct,1,0,0.1,0.1,index,0.007302,0.007295,0.007281,0.0001,0.000001,0,f,10000,0.0003,0.000001,1,0.2,28800,5000,1,5,55000,-0.000152,0.00075,0.0001,100000000,1709107200,76,1703837175,53261108094,11796808,97,5000,50,10287242,1926814778,t,t,0,0.75
101,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,BENQI_USDT,direct,100,0,0.5,0.05,index,0.02559,0.02559,0.025598,0.00005,0.00001,0,f,15000,0.0003,0.00001,1,0.2,14400,15000,1,10,60000,-0.000152,0.00075,0.00005,1000000,1709092800,75,1702292534,2110019,91494,37,5000,100,74627,35316288,t,t,1702292396,0.75
102,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,PERP_USDT,direct,0.1,0,0.3,0.025,index,1.4456,1.4456,1.4443,0.000244,0.0001,0,f,500000,0.0003,0.0001,1,0.2,14400,500000,1,20,5000000,-0.000152,0.00075,0.000244,1000000,1709092800,90,1702177382,6756036875,1276545,125,5000,100,9505819,1624670130,t,t,0,0.75
103,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,OXT_USDT,direct,10,0,0.3,0.025,index,0.13152,0.13152,0.13148,0.0001,0.00001,0,f,500000,0.0003,0.00001,1,0.2,28800,500000,1,20,5000000,-0.000152,0.00075,0.0001,1000000,1709107200,51,1704081121,77024268,36717,58,5000,50,627047,347076796,t,t,1691660826,0.75
104,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,COMP_USDT,direct,0.01,0,0.3,0.025,index,84.6,84.6,84.5,0.00031,0.05,0,f,500000,0.0003,0.05,1,0.2,28800,500000,1,20,5000000,-0.000152,0.00075,0.00031,1000000,1709107200,77,1698980585,1121702042,253544,158,5000,100,5243769,4366959669,f,t,0,0.75
105,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,LINK_USDT,direct,1,0,0.5,0.01,index,18.954,18.954,18.9335,0.00066,0.001,0,f,500000,0.0003,0.001,1,0.2,28800,500000,1,50,5000000,-0.000152,0.00075,0.00066,1000000,1709107200,277,1696907546,991135951,354688,582,5000,100,25629005,12061056530,t,t,0,0.75
106,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,LOOM_USDT,direct,10,0,0.3,0.025,index,0.10172,0.10172,0.10167,0.000287,0.00001,0,f,500000,0.0003,0.00001,1,0.2,14400,500000,1,20,5000000,-0.000152,0.00075,0.000287,1000000,1709092800,64,1699153384,866598439,207180,166,5000,100,6016988,2267634663,t,t,1695451755,0.75
107,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,CFX_USDT,direct,10,0,0.5,0.01,index,0.2494,0.2492,0.249033,0.000261,0.0001,0,f,500000,0.0003,0.0001,1,0.2,28800,500000,1,50,5000000,-0.000152,0.00075,0.000261,1000000,1709107200,181,1701831781,2479440447,825123,336,5000,100,19348286,6331056533,t,t,0,0.75
108,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,CHR_USDT,direct,10,0,0.3,0.025,index,0.4349,0.4349,0.43383,0.0001,0.0001,0,f,500000,0.0003,0.0001,1,0.2,28800,500000,1,20,5000000,-0.000152,0.00075,0.0001,1000000,1709107200,54,1704135480,121478946,41983,70,5000,30,2149636,2793190571,f,t,0,0.75
109,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,GARI_USDT,direct,10,0,0.3,0.1667,index,0.03432,0.03447,0.034485,0.0001,0.00001,0,f,5000,0.0003,0.00001,1,0.2,28800,5000,1,3,50000,-0.000152,0.00075,0.0001,1000000,1709107200,44,1703837061,203721782,76327,57,5000,50,1341242,547405444,t,t,0,0.75
110,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,DGB_USDT,direct,10,0,0.1,0.025,index,0.0124,0.0124,0.0123973,0.0001,0.00001,0,f,15000,0.0003,0.00001,1,0.2,28800,15000,1,20,60000,-0.000152,0.00075,0.0001,10000000,1709107200,27,1690883015,192002859,253570,51,5000,30,2593098,369206080,f,t,0,0.75
111,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,MBOX_USDT,direct,0.1,0,0.3,0.025,index,0.381,0.38,0.377914,0.00042,0.001,0,f,500000,0.0003,0.001,1,0.2,28800,500000,1,20,5000000,-0.000152,0.00075,0.00042,1000000,1709107200,84,1704117901,1144822493,8758295,150,5000,30,5174805,329601008,t,t,0,0.75
112,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,WEMIX_USDT,direct,1,0,0.3,0.1,index,2.2855,2.2855,2.2725,0.0001,0.0001,0,f,10000,0.0003,0.0001,1,0.2,28800,5000,1,5,55000,-0.000152,0.00075,0.0001,1000000,1709107200,109,1703837177,897170367,239533,126,5000,100,5855016,1289313199,t,f,0,0.75
113,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,DYDX_USDT,direct,0.1,0,0.5,0.025,index,3.561,3.564,3.5573,0.000203,0.001,0,f,500000,0.0003,0.001,1,0.2,28800,500000,1,20,5000000,-0.000152,0.00075,0.000203,10000000,1709107200,148,1699844586,11168437120,7847127,382,5000,100,13454163,3616179258,t,t,0,0.75
114,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,USDC_USDT,direct,1,0,0.3,0.01,index,0.9986,0.9987,0.99943,0.000034,0.0001,0,f,500000,0.0003,0.0001,1,0.2,28800,500000,1,50,5000000,-0.000152,0.00075,0.000034,1000000,1709107200,35,1702264441,104366706,243476,59,5000,50,63939,81054530,f,t,0,0.75
115,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,TRB_USDT,direct,0.1,0,0.5,0.025,index,117.506,117.504,117.3336,0.000484,0.001,0,f,500000,0.0003,0.001,1,0.2,14400,500000,1,20,5000000,-0.000152,0.00075,0.000484,1000000,1709092800,140,1697096828,658335873,384026,367,5000,100,14726902,5281503763,f,t,0,0.75
116,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,LUNA_USDT,direct,1,0,0.5,0.025,index,0.7089,0.7091,0.70878,0.000683,0.0001,0,f,500000,0.0003,0.0001,1,0.2,28800,500000,1,20,5000000,-0.000152,0.00075,0.000683,1000000,1709107200,94,1702208040,3142601325,628321,290,5000,100,24584486,7434971411,t,t,0,0.75
117,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,AGI_USDT,direct,1,0,0.5,0.01,index,0.2318,0.232,0.23209,0.00005,0.0001,0,f,10000,0.0003,0.0001,1,0.2,14400,10000,1,50,40000,-0.000152,0.00075,0.00005,1000000,1709092800,35,1709019043,2670938,74825,35,5000,100,4116,1492466,t,t,1709018959,2
118,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,BTT_USDT,direct,1000000,0,0.3,0.05,index,0.0000011226,0.000001121,0.0000011206,0.0001,0.0000000001,0,f,15000,0.0003,0.0000000001,1,0.2,28800,15000,1,10,60000,-0.000152,0.00075,0.0001,1000000,1709107200,41,1702350183,24689114,33850,91,5000,100,528027,144954461,t,t,1702022892,0.75
119,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,CTK_USDT,direct,1,0,0.1,0.025,index,0.8144,0.8087,0.80735,0.0001,0.0001,0,f,500000,0.0003,0.0001,1,0.2,28800,500000,1,20,5000000,-0.000152,0.00075,0.0001,1000000,1709107200,44,1668657560,62132210,42587,37,5000,50,2226504,359420209,f,t,0,0.75
120,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,ACA_USDT,direct,1,0,0.1,0.1,index,0.1157,0.1155,0.114958,0.0001,0.0001,0,f,10000,0.0003,0.0001,1,0.2,28800,5000,1,5,55000,-0.000152,0.00075,0.0001,10000000,1709107200,71,1703837235,834251373,500099,100,5000,50,1457867,216271549,f,t,0,0.75
121,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,EDU_USDT,direct,1,0,0.3,0.025,index,0.8252,0.8255,0.82515,0.000746,0.0001,0,f,500000,0.0003,0.0001,1,0.2,28800,500000,1,20,5000000,-0.000152,0.00075,0.000746,1000000,1709107200,79,1702177381,212531702,153581,110,5000,100,1387971,653499710,t,t,1682768649,0.75
122,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,OCEAN_USDT,direct,1,0,0.3,0.025,index,0.7646,0.7646,0.763367,0.0001,0.0001,0,f,500000,0.0003,0.0001,1,0.2,28800,500000,1,20,5000000,-0.000152,0.00075,0.0001,1000000,1709107200,84,1702350183,1493313014,324015,151,5000,100,6409618,1334838844,t,t,0,0.75
123,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,XLM_USDT,direct,10,0,0.3,0.025,index,0.12221,0.1222,0.122064,0.00031,0.00001,0,f,500000,0.0003,0.00001,1,0.2,28800,500000,1,20,5000000,-0.000152,0.00075,0.00031,1000000,1709107200,56,1698894187,290662862,267168,194,5000,100,2784254,3652637708,f,t,0,0.75
124,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,HOT_USDT,direct,1000,0,0.3,0.025,index,0.002728,0.00273,0.0027308,0.0001,0.000001,0,f,500000,0.0003,0.000001,1,0.2,28800,500000,1,20,5000000,-0.000152,0.00075,0.0001,1000000,1709107200,42,1703420880,24658089,30189,87,5000,50,923465,465212169,f,t,0,0.75
125,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,FTM_USDT,direct,1,0,0.5,0.01,index,0.4484,0.4478,0.44733,0.000563,0.0001,0,f,500000,0.0003,0.0001,1,0.2,28800,500000,1,50,5000000,-0.000152,0.00075,0.000563,10000000,1709107200,127,1701831781,5831296963,2178872,254,5000,100,11480206,4986008476,t,t,0,0.75
126,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,LPT_USDT,direct,0.1,0,0.3,0.025,index,14.573,14.572,14.5364,0.000353,0.001,0,f,500000,0.0003,0.001,1,0.2,14400,500000,1,20,5000000,-0.000152,0.00075,0.000353,1000000,1709092800,126,1701140583,1118601395,548217,187,5000,100,6653660,2164688439,f,t,0,0.75
127,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,MUBI_USDT,direct,10,0,0.5,0.05,index,0.12912,0.1286,0.128205,0.0001,0.00001,0,f,25000,0.0003,0.00001,1,0.2,28800,25000,1,10,400000,-0.000152,0.00075,0.0001,1000000,1709107200,109,1705387886,39077171,326087,249,5000,100,513782,383473544,t,t,1705387886,0.75
128,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,ALGO_USDT,direct,10,0,0.5,0.025,index,0.2104,0.2104,0.2103,0.0001,0.0001,0,f,500000,0.0003,0.0001,1,0.2,28800,500000,1,20,5000000,-0.000152,0.00075,0.0001,1000000,1709107200,63,1702091582,311350694,298674,207,5000,100,4058088,3810874419,t,t,0,0.75
129,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,SHIB_USDT,direct,10000,0,0.5,0.01,index,0.00001109,0.00001109,0.000011079,0.000653,0.000000001,0,f,500000,0.0003,0.000000001,1,0.2,28800,500000,1,50,5000000,-0.000152,0.00075,0.000653,10000000,1709107200,307,1697770985,155755922481,135394939,1320,5000,100,54758955,11672159737,t,t,0,0.75
130,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,FORTH_USDT,direct,1,0,0.5,0.025,index,4.24,4.24,4.2322,0.0001,0.001,0,f,500000,0.0003,0.001,1,0.2,28800,500000,1,20,5000000,-0.000152,0.00075,0.0001,1000000,1709107200,32,1703660783,701951,6445,37,5000,100,32832,27636803,t,t,1703660783,0.75
131,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,BSV_USDT,direct,0.01,0,0.5,0.01,index,80.2,80.12,80.03,0.000433,0.01,0,f,500000,0.0003,0.01,1,0.2,28800,500000,1,50,5000000,-0.000152,0.00075,0.000433,1000000,1709107200,156,1703685720,6116293466,1071321,231,5000,100,18431451,3125402596,t,t,0,0.75
132,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,GROK_USDT,direct,100,0,0.5,0.1,index,0.007498,0.007498,0.007475,0.002337,0.000001,0,f,10000,0.0003,0.000001,1,0.2,28800,5000,1,5,55000,-0.000152,0.00075,0.002337,1000000,1709107200,149,1703837237,210920022,546422,212,5000,100,2338432,1011466686,t,t,1700980542,0.75
133,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,XRD_USDT,direct,10,0,0.1,0.1,index,0.04732,0.0472,0.046923,0.0001,0.00001,0,f,10000,0.0003,0.00001,1,0.2,28800,5000,1,5,55000,-0.000152,0.00075,0.0001,1000000,1709107200,73,1703837239,148710257,594146,92,5000,30,1010079,252266983,t,t,1681037165,0.75
134,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,SFP_USDT,direct,1,0,0.1,0.1,index,0.7997,0.802,0.802,0.0001,0.0001,0,f,10000,0.0003,0.0001,1,0.2,28800,5000,1,5,55000,-0.000152,0.00075,0.0001,100000000,1709107200,23,1703837241,105858737,30532,48,5000,50,4105592,562750498,f,t,0,0.75
135,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,SEI_USDT,direct,10,0,0.5,0.025,index,0.87476,0.87608,0.87594,0.000231,0.00001,0,f,500000,0.0003,0.00001,1,0.2,28800,500000,1,20,5000000,-0.000152,0.00075,0.000231,1000000,1709107200,116,1702266000,514584722,185955,534,5000,100,6185210,2738265050,t,t,1692102503,0.75
136,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,RIF_USDT,direct,10,0,0.1,0.01,index,0.21844,0.21844,0.21832,0.000164,0.00001,0,f,500000,0.0003,0.00001,1,0.2,14400,500000,1,50,5000000,-0.000152,0.00075,0.000164,1000000,1709092800,53,1702263783,102496570,69354,96,5000,50,1029807,456573062,t,t,1683271441,0.75
137,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,BADGER_USDT,direct,0.1,0,0.3,0.025,index,4.554,4.549,4.5468,0.0001,0.001,0,f,500000,0.0003,0.001,1,0.2,28800,500000,1,20,5000000,-0.000152,0.00075,0.0001,1000000,1709107200,64,1701831782,246725445,247948,102,5000,100,2961434,805931371,t,t,0,0.75
138,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,RATS_USDT,direct,10000,0,0.5,0.05,index,0.00030984,0.00030953,0.00030735,0.001881,0.00000001,0,f,25000,0.0003,0.00000001,1,0.2,28800,25000,1,10,400000,-0.000152,0.00075,0.001881,1000000,1709107200,217,1704767589,454097650,639935,719,5000,100,6538821,1338584582,t,t,1700309874,0.75
139,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,GMX_USDT,direct,0.01,0,0.3,0.025,index,51.64,51.63,51.52,0.000221,0.01,0,f,500000,0.0003,0.01,1,0.2,28800,500000,1,20,5000000,-0.000152,0.00075,0.000221,1000000,1709107200,64,1703954041,73236822,210366,96,5000,50,399075,344123157,t,t,0,0.75
140,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,DAR_USDT,direct,1,0,0.1,0.025,index,0.2073,0.2071,0.20648,0.000192,0.0001,0,f,500000,0.0003,0.0001,1,0.2,28800,500000,1,20,5000000,-0.000152,0.00075,0.000192,1000000,1709107200,66,1686106990,731435387,323101,75,5000,30,3434557,795726057,t,t,0,0.75
141,2024-02-28 13:22:08.106108+11,2024-02-28 13:22:08.106108+11,,POLYX_USDT,direct,10,0,0.3,0.025,index,0.1977,0.1973,0.19713,0.000859,0.0001,0,f,500000,0.0003,0.0001,1,0.2,28800,500000,1,20,5000000,-0.000152,0.00075,0.000859,100000000,1709107200,49,1701831783,87940227,20990,66,5000,100,1242464,473932425,t,t,1682002040,0.75
